t,r,eps,h,z
443,0.0009002415,0.0009002415,0.0000079825,0.3186317318
444,-0.0030699187,-0.0030699187,0.0000075713,-1.1156839998
445,0.0011965700,0.0011965700,0.0000087516,0.4044784764
446,0.0014676446,0.0014676446,0.0000081564,0.5138907681
447,0.0019254308,0.0019254308,0.0000076215,0.6974406929
448,-0.0043264414,-0.0043264414,0.0000071321,-1.6200269233
449,0.0005362150,0.0005362150,0.0000091536,0.1772322840
450,0.0023107148,0.0023107148,0.0000086327,0.7864530207
451,0.0036921228,0.0036921228,0.0000079259,1.3114543898
452,0.0009555520,0.0009555520,0.0000073791,0.3517644733
453,-0.0000518272,-0.0000518272,0.0000070583,-0.0195077241
454,-0.0024875614,-0.0024875614,0.0000070135,-0.9393051989
455,-0.0003401868,-0.0003401868,0.0000079296,-0.1208065648
456,-0.0009138653,-0.0009138653,0.0000078418,-0.3263434139
457,-0.0003675848,-0.0003675848,0.0000079632,-0.1302609465
458,0.0007448889,0.0007448889,0.0000078792,0.2653693312
459,0.0001759343,0.0001759343,0.0000075160,0.0641738737
460,0.0005636696,0.0005636696,0.0000073419,0.2080275466
461,-0.0035507002,-0.0035507002,0.0000071038,-1.3322016338
462,0.0044503016,0.0044503016,0.0000086149,1.5162246489
463,0.0002494931,0.0002494931,0.0000080067,0.0881720208
464,0.0000657673,0.0000657673,0.0000077382,0.0236422585
465,-0.0001472487,-0.0001472487,0.0000075594,-0.0535558719
466,-0.0021668114,-0.0021668114,0.0000074671,-0.7929498393
467,0.0007294231,0.0007294231,0.0000081739,0.2551323696
468,-0.0034764222,-0.0034764222,0.0000077659,-1.2474924608
469,-0.0004418001,-0.0004418001,0.0000091740,-0.1458631715
470,0.0013155997,0.0013155997,0.0000089415,0.4399653362
471,0.0044830087,0.0044830087,0.0000082934,1.5566918512
472,-0.0002519713,-0.0002519713,0.0000077632,-0.0904334969
473,0.0017683608,0.0017683608,0.0000076721,0.6384289694
474,-0.0030910284,-0.0030910284,0.0000071879,-1.1529303869
475,-0.0005165420,-0.0005165420,0.0000084161,-0.1780531960
476,-0.0005530421,-0.0005530421,0.0000083169,-0.1917686560
477,-0.0009906110,-0.0009906110,0.0000082441,-0.3450089842
478,-0.0005860482,-0.0005860482,0.0000083410,-0.2029195018
479,0.0027668088,0.0027668088,0.0000082763,0.9617478334
480,-0.0011134066,-0.0011134066,0.0000076216,-0.4033012734
481,0.0003327071,0.0003327071,0.0000078478,0.1187652255
482,0.0002165689,0.0002165689,0.0000075829,0.0786461796
483,0.0005635578,0.0005635578,0.0000073882,0.2073334007
484,0.0010668445,0.0010668445,0.0000071427,0.3991820589
485,0.0013159097,0.0013159097,0.0000068430,0.5030385023
486,-0.0027133237,-0.0027133237,0.0000065589,-1.0594603846
487,0.0032551148,0.0032551148,0.0000076381,1.1778056443
488,0.0000045128,0.0000045128,0.0000071226,0.0016909297
489,-0.0015040427,-0.0015040427,0.0000070530,-0.5663360665
490,0.0002779880,0.0002779880,0.0000075076,0.1014557147
491,0.0031265068,0.0031265068,0.0000073091,1.1564494954
492,-0.0021974916,-0.0021974916,0.0000068562,-0.8392358770
493,-0.0002860903,-0.0002860903,0.0000076447,-0.1034723165
494,-0.0017244014,-0.0017244014,0.0000075812,-0.6262831778
495,-0.0016304749,-0.0016304749,0.0000080675,-0.5740449722
496,0.0001560135,0.0001560135,0.0000084534,0.0536595873
497,0.0026944104,0.0026944104,0.0000081412,0.9443197817
498,0.0003346705,0.0003346705,0.0000075142,0.1220885631
499,0.0040062647,0.0040062647,0.0000073010,1.4826875821
500,0.0017297461,0.0017297461,0.0000069258,0.6572744820
501,0.0064824977,0.0064824977,0.0000065813,2.5268850884
502,0.0020499529,0.0020499529,0.0000070322,0.7730310304
503,0.0004533682,0.0004533682,0.0000066439,0.1758892271
504,0.0019152713,0.0019152713,0.0000065407,0.7488879917
505,0.0036626794,0.0036626794,0.0000062532,1.4646951878
506,-0.0000789861,-0.0000789861,0.0000060701,-0.0320592271
507,-0.0039419976,-0.0039419976,0.0000061793,-1.5857877923
508,-0.0007699714,-0.0007699714,0.0000080093,-0.2720674842
509,0.0001122441,0.0001122441,0.0000080555,0.0395474105
510,0.0013178328,0.0013178328,0.0000078159,0.4713787930
511,-0.0006110447,-0.0006110447,0.0000073619,-0.2252042948
512,-0.0004540953,-0.0004540953,0.0000074421,-0.1664557182
513,0.0007022386,0.0007022386,0.0000074600,0.2571080018
514,0.0027837427,0.0027837427,0.0000071738,1.0393291477
515,-0.0010957475,-0.0010957475,0.0000067396,-0.4220777384
516,-0.0027592806,-0.0027592806,0.0000070732,-1.0375006833
517,-0.0015991986,-0.0015991986,0.0000081267,-0.5609762306
518,0.0012989648,0.0012989648,0.0000084915,0.4457646342
519,-0.0006285410,-0.0006285410,0.0000079236,-0.2232914918
520,-0.0004758535,-0.0004758535,0.0000079317,-0.1689619425
521,0.0013448053,0.0013448053,0.0000078873,0.4788446340
522,0.0009361108,0.0009361108,0.0000074170,0.3437273096
523,-0.0025522776,-0.0025522776,0.0000070933,-0.9583051656
524,-0.0009169875,-0.0009169875,0.0000080348,-0.3235019182
525,-0.0021975490,-0.0021975490,0.0000081315,-0.7706421367
526,-0.0013895611,-0.0013895611,0.0000087799,-0.4689568134
527,0.0053776149,0.0053776149,0.0000089712,1.7954134047
528,0.0011500990,0.0011500990,0.0000084608,0.3953945257
529,-0.0023898926,-0.0023898926,0.0000079232,-0.8490374571
530,0.0004494849,0.0004494849,0.0000086931,0.1524505642
531,-0.0029545902,-0.0029545902,0.0000082667,-1.0276186734
532,0.0012504274,0.0012504274,0.0000093126,0.4097527974
533,0.0029562023,0.0029562023,0.0000086123,1.0073341973
534,0.0003227907,0.0003227907,0.0000078899,0.1149173136
535,-0.0038630908,-0.0038630908,0.0000076210,-1.3993627502
536,0.0076538318,0.0076538318,0.0000092904,2.5110825919
537,-0.0016703313,-0.0016703313,0.0000094930,-0.5421262751
538,0.0005363819,0.0005363819,0.0000097232,0.1720161820
539,-0.0028872842,-0.0028872842,0.0000091119,-0.9565024366
540,0.0018694409,0.0018694409,0.0000100335,0.5901828461
541,0.0013189313,0.0013189313,0.0000091110,0.4369570494
542,-0.0033271576,-0.0033271576,0.0000084332,-1.1457144313
543,-0.0001506358,-0.0001506358,0.0000096880,-0.0483963059
544,-0.0051756041,-0.0051756041,0.0000092828,-1.6987208522
545,-0.0006942989,-0.0006942989,0.0000118066,-0.2020617915
546,0.0014259307,0.0014259307,0.0000112983,0.4242212237
547,-0.0026455711,-0.0026455711,0.0000102259,-0.8273108234
548,-0.0013546693,-0.0013546693,0.0000108880,-0.4105441884
549,0.0038299080,0.0038299080,0.0000107935,1.1657533222
550,0.0035646430,0.0035646430,0.0000096496,1.1475200881
551,-0.0074300141,-0.0074300141,0.0000087302,-2.5146473063
552,0.0001175345,0.0001175345,0.0000133763,0.0321364325
553,0.0055527167,0.0055527167,0.0000123275,1.5814928000
554,-0.0040319855,-0.0040319855,0.0000110705,-1.2118147773
555,0.0029349245,0.0029349245,0.0000125643,0.8279962947
556,0.0014879543,0.0014879543,0.0000110700,0.4472144508
557,-0.0032365898,-0.0032365898,0.0000100251,-1.0222158390
558,0.0029030322,0.0029030322,0.0000110699,0.8725283565
559,0.0010799903,0.0010799903,0.0000098649,0.3438529834
560,-0.0020013397,-0.0020013397,0.0000091043,-0.6632808623
561,0.0023389183,0.0023389183,0.0000095428,0.7571417939
562,-0.0015703850,-0.0015703850,0.0000086624,-0.5335652841
563,0.0031553239,0.0031553239,0.0000089485,1.0547955608
564,0.0005269801,0.0005269801,0.0000081602,0.1844781304
565,0.0012411929,0.0012411929,0.0000077995,0.4444330163
566,0.0025576239,0.0025576239,0.0000073600,0.9427555250
567,0.0003562376,0.0003562376,0.0000068892,0.1357238843
568,-0.0026774782,-0.0026774782,0.0000067686,-1.0291420274
569,-0.0014406833,-0.0014406833,0.0000078084,-0.5155706623
570,-0.0037965580,-0.0037965580,0.0000081435,-1.3304090060
571,0.0013812351,0.0013812351,0.0000097261,0.4428932969
572,-0.0051495570,-0.0051495570,0.0000089318,-1.7230616558
573,-0.0010663582,-0.0010663582,0.0000114569,-0.3150426190
574,-0.0014247594,-0.0014247594,0.0000111562,-0.4265637299
575,-0.0010543173,-0.0010543173,0.0000110601,-0.3170233734
576,-0.0076695240,-0.0076695240,0.0000108073,-2.3329715536
577,0.0060977466,0.0060977466,0.0000156486,1.5414569291
578,0.0096327734,0.0096327734,0.0000137483,2.5979279945
579,0.0021719360,0.0021719360,0.0000137539,0.5856455467
580,-0.0051844710,-0.0051844710,0.0000121212,-1.4891296800
581,0.0007729019,0.0007729019,0.0000144519,0.2033113945
582,0.0039122136,0.0039122136,0.0000130202,1.0842120437
583,0.0045706856,0.0045706856,0.0000114208,1.3524897318
584,-0.0048171119,-0.0048171119,0.0000102076,-1.5077380931
585,-0.0002117801,-0.0002117801,0.0000123757,-0.0602005604
586,0.0008024553,0.0008024553,0.0000115961,0.2356488858
587,0.0043412024,0.0043412024,0.0000106156,1.3324097133
588,0.0054381415,0.0054381415,0.0000095511,1.7596373455
589,-0.0052985363,-0.0052985363,0.0000089165,-1.7744317259
590,-0.0017076328,-0.0017076328,0.0000115649,-0.5021386137
591,-0.0000506770,-0.0000506770,0.0000115567,-0.0149071326
592,0.0000900552,0.0000900552,0.0000108405,0.0273516295
593,0.0063499891,0.0063499891,0.0000101852,1.9897018200
594,-0.0005003378,-0.0005003378,0.0000096470,-0.1610895214
595,-0.0007042756,-0.0007042756,0.0000093679,-0.2301030520
596,-0.0041646681,-0.0041646681,0.0000092030,-1.3728234695
597,-0.0011278969,-0.0011278969,0.0000109532,-0.3407990779
598,0.0004678365,0.0004678365,0.0000107471,0.1427078228
599,-0.0048763356,-0.0048763356,0.0000099926,-1.5426007876
600,-0.0024437649,-0.0024437649,0.0000122241,-0.6989567482
601,0.0056523555,0.0056523555,0.0000125435,1.5959510278
602,0.0008368704,0.0008368704,0.0000112576,0.2494226345
603,-0.0025746923,-0.0025746923,0.0000103232,-0.8013438683
604,-0.0023008434,-0.0023008434,0.0000109334,-0.6958406613
605,-0.0003440007,-0.0003440007,0.0000113189,-0.1022487489
606,0.0030831620,0.0030831620,0.0000107427,0.9406759178
607,0.0030458641,0.0030458641,0.0000095960,0.9832515342
608,-0.0014877750,-0.0014877750,0.0000086770,-0.5050721363
609,0.0026210777,0.0026210777,0.0000089243,0.8773882920
610,0.0036618306,0.0036618306,0.0000081462,1.2829839484
611,0.0016423124,0.0016423124,0.0000075496,0.5977160344
612,-0.0018671687,-0.0018671687,0.0000071007,-0.7006995453
613,0.0014617360,0.0014617360,0.0000077075,0.5265170360
614,0.0046571262,0.0046571262,0.0000072524,1.7293283751
615,0.0007789853,0.0007789853,0.0000069948,0.2945383009
616,-0.0015036017,-0.0015036017,0.0000067699,-0.5778856154
617,-0.0031954256,-0.0031954256,0.0000072587,-1.1860421002
618,0.0011061728,0.0011061728,0.0000085413,0.3784953295
619,-0.0016899401,-0.0016899401,0.0000079980,-0.5975581238
620,-0.0016953025,-0.0016953025,0.0000084190,-0.5842732528
621,0.0034661345,0.0034661345,0.0000087918,1.1689794223
622,-0.0016000002,-0.0016000002,0.0000080460,-0.5640667957
623,-0.0006858665,-0.0006858665,0.0000084209,-0.2363521304
624,0.0047971916,0.0047971916,0.0000083803,1.6571285248
625,0.0035865380,0.0035865380,0.0000078852,1.2772288744
626,0.0014651411,0.0014651411,0.0000073385,0.5408497622
627,0.0018639060,0.0018639060,0.0000069481,0.7071148895
628,0.0036280503,0.0036280503,0.0000065883,1.4134693910
629,-0.0005689441,-0.0005689441,0.0000063270,-0.2261892865
630,-0.0000542889,-0.0000542889,0.0000065372,-0.0212331814
631,-0.0015650691,-0.0015650691,0.0000065707,-0.6105610640
632,-0.0027656783,-0.0027656783,0.0000071087,-1.0373045416
633,0.0000161004,0.0000161004,0.0000081622,0.0056355107
634,-0.0048021640,-0.0048021640,0.0000079333,-1.7049417653
635,0.0010572543,0.0010572543,0.0000102489,0.3302477690
636,0.0006011561,0.0006011561,0.0000094290,0.1957735070
637,0.0014923765,0.0014923765,0.0000088481,0.5017095139
638,0.0018629667,0.0018629667,0.0000081884,0.6510383856
639,0.0002714669,0.0002714669,0.0000076005,0.0984678475
640,-0.0017782286,-0.0017782286,0.0000073893,-0.6541626164
641,-0.0002797512,-0.0002797512,0.0000079224,-0.0993902017
642,0.0005233419,0.0005233419,0.0000078167,0.1871862838
643,-0.0020323759,-0.0020323759,0.0000075116,-0.7415472585
644,0.0054726412,0.0054726412,0.0000081484,1.9171736907
645,-0.0053416037,-0.0053416037,0.0000078614,-1.9051143720
646,-0.0022978872,-0.0022978872,0.0000106065,-0.7055728783
647,-0.0001299396,-0.0001299396,0.0000110279,-0.0391286150
648,0.0030389582,0.0030389582,0.0000104177,0.9415380717
649,-0.0000173221,-0.0000173221,0.0000093360,-0.0056691981
650,0.0045740067,0.0045740067,0.0000089409,1.5297007943
651,0.0008501543,0.0008501543,0.0000082781,0.2954821941
652,-0.0056728005,-0.0056728005,0.0000078280,-2.0275583061
653,-0.0026072252,-0.0026072252,0.0000108500,-0.7915247591
654,0.0009316633,0.0009316633,0.0000114211,0.2756792671
655,0.0027970197,0.0027970197,0.0000104365,0.8658002813
656,-0.0015546032,-0.0015546032,0.0000093586,-0.5081756288
657,0.0024398444,0.0024398444,0.0000095512,0.7894637795
658,0.0035733979,0.0035733979,0.0000086622,1.2141385241
659,0.0025400014,0.0025400014,0.0000079496,0.9008689250
660,-0.0014425702,-0.0014425702,0.0000073636,-0.5316092368
661,-0.0024830886,-0.0024830886,0.0000077545,-0.8916902749
662,0.0001324074,0.0001324074,0.0000085911,0.0451739005
663,0.0004755631,0.0004755631,0.0000082645,0.1654243600
664,0.0022536087,0.0022536087,0.0000078994,0.8018268670
665,-0.0022274319,-0.0022274319,0.0000073351,-0.8224371208
666,0.0009098172,0.0009098172,0.0000080861,0.3199511881
667,-0.0013528634,-0.0013528634,0.0000076559,-0.4889407781
668,0.0035372806,0.0035372806,0.0000079733,1.2527065268
669,0.0002555168,0.0002555168,0.0000074041,0.0939036386
670,0.0034292589,0.0034292589,0.0000072272,1.2755977823
671,0.0011559406,0.0011559406,0.0000068092,0.4429819287
672,0.0037097308,0.0037097308,0.0000065530,1.4491764087
673,-0.0008136811,-0.0008136811,0.0000063085,-0.3239589890
674,0.0041636782,0.0041636782,0.0000065997,1.6207430508
675,0.0004177300,0.0004177300,0.0000064069,0.1650329330
676,0.0006806182,0.0006806182,0.0000063489,0.2701188556
677,-0.0007658519,-0.0007658519,0.0000062482,-0.3063844905
678,0.0022834891,0.0022834891,0.0000065317,0.8934788641
679,0.0021024188,0.0021024188,0.0000062291,0.8423769884
680,-0.0060529164,-0.0060529164,0.0000059910,-2.4729440134
681,-0.0035671081,-0.0035671081,0.0000094058,-1.1631034333
682,0.0013813019,0.0013813019,0.0000107251,0.4217811629
683,-0.0015748890,-0.0015748890,0.0000097594,-0.5041251805
684,0.0010532953,0.0010532953,0.0000099115,0.3345649463
685,-0.0044978300,-0.0044978300,0.0000091486,-1.4870470255
686,-0.0055937814,-0.0055937814,0.0000111483,-1.6753318790
687,-0.0016410236,-0.0016410236,0.0000139083,-0.4400254357
688,0.0019697717,0.0019697717,0.0000135687,0.5347449726
689,-0.0035694174,-0.0035694174,0.0000120018,-1.0303239601
690,0.0003580326,0.0003580326,0.0000130752,0.0990145605
691,0.0018519066,0.0018519066,0.0000119908,0.5348037089
692,0.0015735473,0.0015735473,0.0000107224,0.4805444552
693,-0.0026129728,-0.0026129728,0.0000097226,-0.8379996915
694,-0.0008473441,-0.0008473441,0.0000104203,-0.2624937127
695,-0.0066169667,-0.0066169667,0.0000101667,-2.0752414999
696,-0.0030886237,-0.0030886237,0.0000139408,-0.8272214846
697,-0.0032024530,-0.0032024530,0.0000144798,-0.8415907932
698,0.0038365387,0.0038365387,0.0000150393,0.9892964337
699,-0.0065717670,-0.0065717670,0.0000130315,-1.8204767591
700,-0.0022191427,-0.0022191427,0.0000166085,-0.5445273717
701,0.0003871497,0.0003871497,0.0000162679,0.0959873000
702,0.0031593127,0.0031593127,0.0000146790,0.8246014239
703,-0.0126663853,-0.0126663853,0.0000127658,-3.5451021392
704,0.0103843061,0.0103843061,0.0000243984,2.1023103856
705,0.0005163307,0.0005163307,0.0000220010,0.1100794989
706,-0.0021557303,-0.0021557303,0.0000194720,-0.4885274349
707,-0.0016653265,-0.0016653265,0.0000187348,-0.3847462966
708,0.0019153964,0.0019153964,0.0000177841,0.4541954928
709,-0.0001143733,-0.0001143733,0.0000154922,-0.0290581923
710,0.0082028842,0.0082028842,0.0000142140,2.1757459841
711,-0.0008350620,-0.0008350620,0.0000133537,-0.2285169461
712,0.0031242151,0.0031242151,0.0000126906,0.8769991341
713,0.0019594461,0.0019594461,0.0000111621,0.5864893576
714,-0.0012659785,-0.0012659785,0.0000100251,-0.3998356645
715,-0.0008021936,-0.0008021936,0.0000100023,-0.2536463605
716,-0.0040352168,-0.0040352168,0.0000097879,-1.2898018786
717,-0.0001700806,-0.0001700806,0.0000113963,-0.0503817647
718,0.0000617460,0.0000617460,0.0000107457,0.0188361270
719,-0.0019947676,-0.0019947676,0.0000101138,-0.6272423713
720,0.0009021183,0.0009021183,0.0000104301,0.2793316984
721,0.0015743943,0.0015743943,0.0000096149,0.5077399157
722,-0.0006139329,-0.0006139329,0.0000088084,-0.2068579245
723,0.0017557365,0.0017557365,0.0000086882,0.5956544769
724,-0.0000229146,-0.0000229146,0.0000080216,-0.0080906418
725,0.0012578530,0.0012578530,0.0000078249,0.4496674986
726,0.0019738676,0.0019738676,0.0000073784,0.7266702069
727,0.0011038283,0.0011038283,0.0000069303,0.4193015548
728,-0.0019126342,-0.0019126342,0.0000066611,-0.7410715071
729,-0.0028129462,-0.0028129462,0.0000073384,-1.0383873607
730,0.0011249805,0.0011249805,0.0000083953,0.3882631598
731,0.0027206619,0.0027206619,0.0000078733,0.9696050596
732,0.0013659205,0.0013659205,0.0000072990,0.5055830392
733,0.0002264424,0.0002264424,0.0000069284,0.0860280154
734,0.0002835028,0.0002835028,0.0000068321,0.1084623707
735,0.0015798310,0.0015798310,0.0000067372,0.6086531007
736,-0.0017809877,-0.0017809877,0.0000064414,-0.7017324192
737,-0.0013905775,-0.0013905775,0.0000070858,-0.5223978480
738,-0.0059561226,-0.0059561226,0.0000074898,-2.1763551385
739,0.0033517627,0.0033517627,0.0000107701,1.0213236296
740,0.0015833997,0.0015833997,0.0000096163,0.5106060899
741,0.0009570177,0.0009570177,0.0000088082,0.3224600420
742,-0.0033840140,-0.0033840140,0.0000082488,-1.1782516968
743,0.0007165329,0.0007165329,0.0000095559,0.2317927080
744,0.0005141219,0.0005141219,0.0000089267,0.1720760452
745,-0.0004030695,-0.0004030695,0.0000084473,-0.1386821908
746,-0.0039719396,-0.0039719396,0.0000083055,-1.3782249045
747,0.0013686116,0.0013686116,0.0000099932,0.4329410293
748,-0.0013535165,-0.0013535165,0.0000091552,-0.4473317081
749,0.0005298682,0.0005298682,0.0000092831,0.1739090927
750,-0.0005600838,-0.0005600838,0.0000087432,-0.1894165366
751,-0.0008612319,-0.0008612319,0.0000086130,-0.2934556882
752,0.0005028119,0.0005028119,0.0000086109,0.1713488759
753,0.0031266491,0.0031266491,0.0000081844,1.0929159811
754,0.0015504336,0.0015504336,0.0000075510,0.5642224238
755,0.0003874989,0.0003874989,0.0000071125,0.1452977638
756,0.0016818073,0.0016818073,0.0000069498,0.6379549723
757,0.0033796538,0.0033796538,0.0000066054,1.3149916735
758,0.0008784483,0.0008784483,0.0000063171,0.3495086879
759,0.0016543811,0.0016543811,0.0000061873,0.6650961890
760,-0.0007507137,-0.0007507137,0.0000059846,-0.3068729303
761,0.0009851763,0.0009851763,0.0000062987,0.3925442536
762,0.0005512157,0.0005512157,0.0000061552,0.2221782691
763,0.0000821483,0.0000821483,0.0000061103,0.0332327418
764,0.0009021377,0.0009021377,0.0000061738,0.3630747996
765,-0.0002496652,-0.0002496652,0.0000060643,-0.1013837639
766,-0.0027036619,-0.0027036619,0.0000062192,-1.0841364000
767,0.0005408185,0.0005408185,0.0000073261,0.1998091819
768,-0.0005349439,-0.0005349439,0.0000070954,-0.2008256786
769,-0.0002864081,-0.0002864081,0.0000071879,-0.1068277606
770,0.0029574582,0.0029574582,0.0000071906,1.1028990396
771,-0.0001940431,-0.0001940431,0.0000067563,-0.0746524306
